l1neo	random	mrc
	189155	180520
	189164	180533
	189164	180563
	189179	180578
	189206	180581
	189268	180604
	189271	180611
	189279	180611
	189282	180625
	189316	180626
	189345	180640
	189364	180670
	189369	180679
	189395	180681
	189438	180683
	189452	180687
	189453	180687
	189455	180689
	189483	180710
	189489	180710
	189505	180710
	189522	180752
	189523	180754
	189524	180775
	189568	180803
	189579	180803
	189603	180821
	189632	180823
	189633	180832
	189664	180847
	189668	180852
	189669	180861
	189698	180874
	189723	180890
	189730	180891
	189748	180912
	189804	180912
	189810	180916
	189826	180938
	189831	180946
	189833	180976
	189861	180977
	189862	180980
	189868	180980
	189894	180988
	189910	180994
	189924	181012
	189928	181020
	189938	181025
	189941	181033
	189941	181035
	189954	181056
	189954	181057
	189957	181075
	189987	181091
	189992	181112
	190011	181112
	190036	181136
	190042	181142
	190079	181158
	190113	181160
	190126	181160
	190148	181163
	190155	181163
	190171	181168
	190185	181181
	190194	181191
	190196	181204
	190202	181213
	190209	181230
	190241	181254
	190257	181263
	190273	181283
	190296	181294
	190296	181294
	190306	181300
	190316	181309
	190320	181325
	190331	181352
	190343	181355
	190393	181357
	190403	181365
	190425	181408
	190464	181417
	190480	181431
	190480	181439
	190496	181463
	190498	181499
	190515	181499
	190517	181503
	190531	181537
	190540	181538
	190608	181548
	190617	181554
	190645	181557
	190652	181557
	190654	181570
	190658	181580
	190660	181581
	190675	181591
	190707	181608
	190717	181609
	190735	181610
	190737	181671
	190743	181683
	190750	181714
	190752	181718
	190761	181734
	190792	181743
	190795	181747
	190831	181747
	190856	181766
	190862	181804
	190865	181867
	190871	181881
	190880	181890
	190899	181897
	190910	181897
	190916	181950
	190934	181966
	190960	181978
	190960	181982
	190966	181993
	190975	181997
	190978	181999
	191008	182006
	191015	182010
	191034	182034
	191054	182040
	191091	182059
	191098	182078
	191098	182086
	191104	182133
	191105	182140
	191105	182151
	191124	182152
	191127	182161
	191131	182192
	191155	182200
	191160	182216
	191171	182217
	191178	182229
	191179	182241
	191180	182245
	191192	182287
	191200	182287
	191210	182288
	191213	182312
	191221	182314
	191242	182318
	191252	182329
	191270	182352
	191289	182359
	191297	182371
	191304	182378
	191311	182445
	191312	182453
	191350	182482
	191352	182505
	191358	182511
	191358	182514
	191371	182519
	191379	182549
	191381	182561
	191382	182578
	191390	182581
	191401	182611
	191404	182619
	191410	182620
	191415	182626
	191415	182630
	191423	182636
	191451	182636
	191467	182643
	191487	182648
	191495	182648
	191502	182650
	191514	182662
	191526	182677
	191537	182690
	191550	182708
	191593	182713
	191597	182713
	191601	182716
	191618	182719
	191624	182735
	191639	182752
	191663	182753
	191678	182771
	191686	182781
	191710	182792
	191710	182797
	191732	182803
	191736	182805
	191744	182815
	191753	182823
	191794	182827
	191809	182829
	191819	182848
	191849	182849
	191863	182860
	191864	182878
	191870	182882
	191909	182900
	191948	182901
	191974	182905
	191980	182929
	192033	182944
	192045	182948
	192046	182949
	192048	182963
	192058	182968
	192059	182975
	192063	183040
	192066	183062
	192089	183067
	192103	183067
	192116	183081
	192123	183104
	192123	183104
	192124	183105
	192152	183110
	192153	183137
	192181	183137
	192208	183137
	192211	183166
	192211	183178
	192229	183188
	192235	183188
	192257	183225
	192272	183231
	192276	183237
	192284	183247
	192297	183262
	192310	183281
	192312	183281
	192323	183282
	192324	183283
	192331	183284
	192335	183351
	192335	183369
	192355	183372
	192374	183377
	192395	183395
	192403	183395
	192410	183395
	192410	183406
	192423	183432
	192429	183452
	192437	183453
	192463	183480
	192464	183519
	192470	183542
	192511	183557
	192530	183560
	192556	183563
	192578	183580
	192583	183614
	192592	183615
	192616	183626
	192623	183630
	192631	183630
	192644	183630
	192691	183633
	192708	183636
	192709	183657
	192724	183663
	192726	183679
	192728	183681
	192736	183690
	192743	183693
	192754	183705
	192758	183716
	192780	183720
	192799	183721
	192800	183732
	192816	183756
	192822	183769
	192855	183785
	192857	183785
	192867	183796
	192871	183801
	192871	183805
	192879	183819
	192917	183824
	192941	183840
	192944	183843
	192956	183849
	192960	183886
	192966	183895
	192967	183905
	192995	183929
	192997	183934
	193000	183948
	193004	183988
	193011	183998
	193012	184001
	193023	184009
	193034	184009
	193046	184079
	193047	184088
	193052	184088
	193055	184103
	193075	184110
	193094	184110
	193096	184114
	193101	184153
	193114	184154
	193115	184167
	193115	184172
	193148	184173
	193149	184174
	193157	184177
	193209	184185
	193211	184186
	193231	184200
	193280	184201
	193312	184203
	193314	184210
	193330	184227
	193339	184240
	193342	184274
	193351	184311
	193357	184317
	193369	184319
	193370	184319
	193370	184322
	193387	184330
	193393	184339
	193421	184345
	193442	184358
	193454	184382
	193460	184412
	193483	184468
	193511	184489
	193524	184498
	193531	184508
	193532	184511
	193545	184566
	193576	184606
	193608	184610
	193623	184635
	193625	184639
	193636	184644
	193642	184697
	193646	184697
	193683	184731
	193701	184732
	193713	184768
	193719	184769
	193744	184777
	193766	184778
	193787	184784
	193792	184835
	193815	184858
	193830	184860
	193835	184860
	193837	184862
	193847	184887
	193852	184896
	193888	184896
	193891	184902
	193916	184926
	193925	184926
	193935	184930
	193960	184936
	193995	184946
	194002	184958
	194009	184962
	194016	185013
	194021	185043
	194028	185067
	194069	185073
	194070	185085
	194078	185085
	194095	185085
	194098	185089
	194107	185127
	194129	185127
	194140	185162
	194146	185166
	194164	185167
	194177	185172
	194186	185180
	194190	185184
	194198	185215
	194206	185223
	194234	185224
	194257	185240
	194258	185251
	194258	185252
	194274	185256
	194289	185285
	194312	185292
	194313	185294
	194319	185294
	194323	185311
	194351	185316
	194361	185332
	194366	185342
	194374	185348
	194375	185359
	194414	185361
	194446	185368
	194451	185379
	194454	185379
	194478	185391
	194506	185391
	194509	185411
	194524	185463
	194536	185473
	194538	185475
	194540	185489
	194570	185490
	194581	185504
	194583	185504
	194585	185519
	194608	185526
	194610	185538
	194613	185553
	194618	185553
	194621	185612
	194625	185621
	194637	185661
	194644	185699
	194647	185710
	194648	185732
	194671	185763
	194702	185792
	194728	185802
	194732	185821
	194733	185823
	194775	185849
	194777	185857
	194781	185857
	194785	185880
	194799	185923
	194820	185923
	194822	185944
	194823	185977
	194843	186012
	194846	186017
	194849	186030
	194865	186037
	194867	186041
	194901	186069
	194928	186086
	194929	186109
	194940	186109
	194955	186128
	194959	186146
	194960	186175
	194973	186189
	195036	186189
	195040	186233
	195041	186236
	195055	186241
	195061	186251
	195084	186255
	195098	186277
	195115	186286
	195136	186286
	195141	186306
	195171	186320
	195174	186324
	195177	186337
	195184	186352
	195198	186387
	195215	186446
	195215	186469
	195247	186471
	195264	186475
	195269	186487
	195273	186492
	195278	186495
	195278	186580
	195321	186586
	195324	186588
	195363	186591
	195401	186592
	195408	186606
	195421	186608
	195464	186649
	195464	186666
	195477	186675
	195504	186686
	195510	186686
	195512	186689
	195513	186715
	195533	186727
	195538	186745
	195541	186750
	195561	186766
	195582	186814
	195607	186824
	195625	186824
	195636	186859
	195648	186891
	195656	186900
	195661	186909
	195674	186942
	195691	186963
	195710	186997
	195718	187005
	195759	187045
	195779	187055
	195783	187091
	195804	187123
	195806	187141
	195818	187149
	195823	187160
	195829	187164
	195829	187170
	195833	187170
	195859	187175
	195864	187176
	195866	187183
	195926	187197
	195979	187203
	196011	187206
	196022	187234
	196032	187240
	196035	187284
	196046	187297
	196103	187298
	196104	187305
	196115	187318
	196120	187320
	196130	187353
	196147	187353
	196151	187365
	196155	187414
	196171	187415
	196183	187443
	196191	187473
	196197	187486
	196201	187502
	196220	187502
	196224	187504
	196233	187517
	196244	187541
	196245	187568
	196275	187585
	196275	187590
	196299	187592
	196309	187605
	196339	187623
	196347	187629
	196347	187631
	196394	187642
	196419	187651
	196453	187668
	196468	187713
	196471	187724
	196474	187734
	196505	187736
	196514	187736
	196565	187743
	196583	187743
	196585	187746
	196589	187791
	196601	187798
	196611	187816
	196655	187820
	196656	187828
	196690	187849
	196699	187851
	196700	187856
	196719	187891
	196729	187917
	196733	187941
	196744	187941
	196752	187941
	196786	187974
	196804	187974
	196815	187986
	196843	187992
	196850	188020
	196871	188020
	196873	188025
	196878	188025
	196908	188047
	196928	188048
	196939	188101
	196942	188103
	196972	188105
	196981	188136
	196987	188140
	197005	188167
	197007	188179
	197024	188181
	197028	188202
	197039	188219
	197041	188223
	197058	188257
	197063	188276
	197071	188284
	197138	188291
	197143	188302
	197170	188329
	197180	188343
	197191	188369
	197213	188386
	197216	188403
	197234	188414
	197235	188414
	197245	188456
	197248	188462
	197259	188467
	197260	188468
	197263	188472
	197296	188479
	197308	188485
	197319	188507
	197321	188525
	197327	188529
	197350	188533
	197354	188535
	197360	188536
	197383	188568
	197398	188584
	197405	188625
	197407	188639
	197434	188667
	197444	188667
	197477	188680
	197481	188683
	197491	188683
	197511	188685
	197547	188689
	197562	188689
	197589	188695
	197616	188695
	197623	188702
	197637	188709
	197652	188726
	197652	188748
	197674	188764
	197727	188766
	197731	188769
	197747	188769
	197760	188790
	197769	188813
	197771	188813
	197782	188817
	197813	188836
	197821	188836
	197835	188837
	197839	188837
	197843	188870
	197849	188871
	197849	188895
	197873	188934
	197917	188955
	197919	188959
	197934	188968
	197957	188979
	197961	188987
	197974	188993
	197975	188996
	197984	188996
	197994	189011
	198010	189012
	198010	189019
	198024	189019
	198024	189020
	198031	189020
	198046	189028
	198052	189033
	198053	189038
	198071	189067
	198078	189083
	198090	189089
	198102	189089
	198109	189089
	198127	189091
	198131	189092
	198156	189095
	198159	189097
	198186	189102
	198198	189106
	198219	189110
	198220	189141
	198238	189164
	198252	189180
	198255	189183
	198258	189198
	198311	189206
	198322	189222
	198324	189227
	198328	189261
	198328	189267
	198370	189268
	198385	189272
	198394	189277
	198401	189301
	198402	189305
	198404	189308
	198410	189324
	198413	189324
	198417	189330
	198418	189344
	198437	189346
	198465	189347
	198469	189351
	198474	189353
	198474	189360
	198502	189368
	198515	189386
	198544	189389
	198557	189390
	198558	189392
	198585	189396
	198588	189407
	198593	189407
	198610	189407
	198630	189408
	198656	189419
	198700	189422
	198722	189449
	198746	189453
	198748	189456
	198775	189458
	198777	189477
	198819	189523
	198834	189548
	198870	189555
	198871	189569
	198906	189605
	198912	189609
	198918	189621
	198932	189627
	198941	189629
	198947	189630
	198955	189652
	198960	189652
	198963	189672
	198981	189677
	199007	189695
	199022	189700
	199037	189703
	199051	189706
	199081	189729
	199092	189762
	199133	189780
	199133	189780
	199134	189802
	199161	189809
	199180	189830
	199185	189851
	199190	189853
	199213	189866
	199254	189866
	199256	189888
	199259	189888
	199262	189898
	199284	189898
	199299	189928
	199300	189934
	199306	189936
	199310	189969
	199331	189972
	199336	189976
	199357	190023
	199360	190028
	199361	190033
	199367	190044
	199369	190048
	199374	190055
	199379	190085
	199387	190101
	199400	190102
	199406	190105
	199412	190121
	199418	190135
	199446	190174
	199462	190202
	199472	190207
	199499	190207
	199504	190207
	199508	190211
	199520	190231
	199527	190245
	199545	190265
	199558	190280
	199559	190311
	199582	190314
	199585	190321
	199591	190325
	199628	190345
	199636	190353
	199646	190373
	199653	190379
	199657	190401
	199664	190404
	199677	190404
	199680	190404
	199700	190410
	199704	190427
	199713	190493
	199748	190493
	199755	190494
	199764	190519
	199784	190529
	199791	190538
	199793	190544
	199799	190573
	199837	190573
	199857	190595
	199897	190597
	199900	190600
	199915	190606
	199919	190610
	199927	190631
	199929	190664
	199936	190672
	199940	190703
	199947	190703
	199950	190707
	199955	190718
	199959	190723
	199998	190724
	200005	190729
	200021	190743
	200060	190748
	200066	190749
	200087	190764
	200100	190764
	200115	190799
	200122	190799
	200142	190811
	200159	190825
	200160	190829
	200161	190831
	200168	190841
	200170	190842
	200179	190882
	200184	190883
	200205	190895
	200216	190899
	200220	190912
	200229	190928
	200241	190947
	200244	190950
	200282	190962
	200283	190981
	200302	190989
	200304	190989
	200313	190996
	200334	191035
	200340	191061
	200341	191067
	200345	191069
	200361	191094
	200376	191107
	200399	191109
	200420	191125
	200427	191129
	200446	191139
	200468	191149
	200481	191163
	200490	191165
	200492	191199
	200496	191219
	200499	191219
	200510	191219
	200556	191241
	200558	191245
	200575	191247
	200598	191259
	200616	191260
	200618	191273
	200622	191312
	200622	191334
	200636	191336
	200640	191336
	200650	191347
	200661	191357
	200679	191377
	200680	191423
	200686	191460
	200737	191463
	200745	191465
	200749	191465
	200749	191511
	200796	191517
	200801	191519
	200822	191521
	200840	191521
	200896	191526
	200898	191555
	200901	191582
	200914	191592
	200919	191643
	200920	191648
	200939	191671
	200948	191692
	200953	191696
	200960	191713
	200974	191725
	200996	191742
	201007	191743
	201033	191754
	201035	191754
	201046	191762
	201050	191766
	201075	191770
	201094	191772
	201107	191790
	201129	191794
	201134	191809
	201134	191809
	201145	191827
	201155	191832
	201160	191881
	201163	191881
	201164	191884
	201169	191906
	201172	191910
	201179	191918
	201220	191925
	201231	191927
	201234	191955
	201250	191955
	201251	191976
	201268	191992
	201296	192019
	201322	192020
	201325	192020
	201330	192040
	201378	192046
	201386	192054
	201389	192106
	201403	192117
	201411	192140
	201425	192143
	201437	192168
	201447	192183
	201449	192186
	201452	192194
	201471	192197
	201481	192197
	201484	192204
	201530	192204
	201571	192252
	201572	192299
	201586	192299
	201602	192304
	201622	192312
	201666	192369
	201694	192394
	201700	192404
	201715	192409
	201739	192438
	201755	192459
	201761	192463
	201764	192478
	201778	192478
	201780	192488
	201794	192523
	201811	192534
	201818	192537
	201824	192537
	201845	192545
	201860	192545
	201871	192545
	201872	192576
	201878	192581
	201883	192582
	201915	192610
	201931	192631
	201949	192632
	201961	192636
	201962	192637
	201977	192637
	201986	192637
	201989	192642
	201995	192677
	202003	192680
	202011	192706
	202025	192716
	202031	192716
	202032	192718
	202040	192721
	202060	192722
	202060	192731
	202069	192745
	202071	192798
	202077	192816
	202093	192823
	202114	192840
	202148	192850
	202169	192863
	202189	192869
	202190	192873
	202195	192879
	202224	192879
	202225	192902
	202231	192905
	202246	192907
	202249	192913
	202286	192928
